instance,tw,gus_ip,triang_phyl_maxcomp,binred_ip_pp
phylogeny_ms_exp2_250_4_1.000000_0.phy,10,3.46,2.06,3.22
phylogeny_ms_exp2_250_4_1.000000_1.phy,26,4.32,2.88,5.95
phylogeny_ms_exp2_250_4_1.000000_2.phy,57,5.44,2.78,3.56
phylogeny_ms_exp2_250_4_1.000000_3.phy,7,3.95,2.17,7.54
phylogeny_ms_exp2_250_4_1.000000_4.phy,25,4.01,2.76,4.11
phylogeny_ms_exp2_250_4_2.000000_0.phy,53,4.72,3.23,3.62
phylogeny_ms_exp2_250_4_2.000000_1.phy,77,6.1,3.26,3.09
phylogeny_ms_exp2_250_4_2.000000_2.phy,53,4.39,2.82,59.51
phylogeny_ms_exp2_250_4_2.000000_3.phy,38,4.27,2.69,6.83
phylogeny_ms_exp2_250_4_2.000000_4.phy,54,5.27,3.06,8.26
phylogeny_ms_exp2_250_4_4.000000_0.phy,112,120.06,19.19,11.32
phylogeny_ms_exp2_250_4_4.000000_1.phy,98,TO,57.39,2.81
phylogeny_ms_exp2_250_4_4.000000_2.phy,136,505.08,76.17,4.17
phylogeny_ms_exp2_250_4_4.000000_3.phy,115,TO,162.53,5.74
phylogeny_ms_exp2_250_4_4.000000_4.phy,127,190.75,27.2,286.63
phylogeny_ms_exp2_300_10_0.000000_0.phy,0,14.88,10.12,1328.3
phylogeny_ms_exp2_300_10_0.000000_1.phy,0,12.24,5.3,TO
phylogeny_ms_exp2_300_10_0.000000_2.phy,0,10.49,4.33,1075.94
phylogeny_ms_exp2_300_10_0.000000_3.phy,0,12.54,8.38,1805.11
phylogeny_ms_exp2_300_10_0.000000_4.phy,0,16.54,7.61,TO
phylogeny_ms_exp2_300_10_1.000000_0.phy,117,2824.56,164.63,1419.24
phylogeny_ms_exp2_300_10_1.000000_1.phy,86,353.12,87.4,MO
phylogeny_ms_exp2_300_10_1.000000_2.phy,141,TO,1034.09,MO
phylogeny_ms_exp2_300_10_1.000000_3.phy,70,176.39,48.03,MO
phylogeny_ms_exp2_300_10_1.000000_4.phy,88,183.48,45.76,MO
phylogeny_ms_exp2_300_10_2.000000_0.phy,116,TO,3158.47,192.69
phylogeny_ms_exp2_300_10_2.000000_1.phy,71,88.3,25.73,421.53000000000003
phylogeny_ms_exp2_300_10_2.000000_2.phy,165,TO,1266.66,62.41
phylogeny_ms_exp2_300_10_2.000000_3.phy,109,TO,326.63,MO
phylogeny_ms_exp2_300_10_2.000000_4.phy,109,TO,802.55,111.68
phylogeny_ms_exp2_300_10_4.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_10_4.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_10_4.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_10_4.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_10_4.000000_4.phy,124,TO,597.16,143.78
phylogeny_ms_exp2_300_20_0.000000_0.phy,0,23.37,28.54,MO
phylogeny_ms_exp2_300_20_0.000000_1.phy,0,14.17,9.43,MO
phylogeny_ms_exp2_300_20_0.000000_2.phy,0,14.92,11.11,MO
phylogeny_ms_exp2_300_20_0.000000_3.phy,0,777.13,329.27,MO
phylogeny_ms_exp2_300_20_0.000000_4.phy,0,14.29,8.37,MO
phylogeny_ms_exp2_300_20_1.000000_0.phy,32,60.01,59.91,MO
phylogeny_ms_exp2_300_20_1.000000_1.phy,68,TO,946.07,MO
phylogeny_ms_exp2_300_20_1.000000_2.phy,39,2900.79,720.79,MO
phylogeny_ms_exp2_300_20_1.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_20_1.000000_4.phy,45,TO,2307.19,MO
phylogeny_ms_exp2_300_20_2.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_20_2.000000_1.phy,33,TO,982.19,MO
phylogeny_ms_exp2_300_20_2.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_20_2.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_20_2.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_20_4.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_20_4.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_20_4.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_20_4.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_20_4.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_0.000000_0.phy,-1,TO,TO,TO
phylogeny_ms_exp2_300_40_0.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_300_40_0.000000_2.phy,0,94.45,56.54,MO
phylogeny_ms_exp2_300_40_0.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_0.000000_4.phy,0,294.57,185.39,MO
phylogeny_ms_exp2_300_4_0.000000_0.phy,0,6.78,4.17,18.45
phylogeny_ms_exp2_300_4_0.000000_1.phy,0,2.69,2.5,0.04
phylogeny_ms_exp2_300_4_0.000000_2.phy,0,7.23,4.1,7.28
phylogeny_ms_exp2_300_4_0.000000_3.phy,0,2.79,2.59,0.18
phylogeny_ms_exp2_300_4_0.000000_4.phy,0,9.34,4.21,18.1
phylogeny_ms_exp2_300_40_1.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_1.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_1.000000_2.phy,56,315.66,42.29,MO
phylogeny_ms_exp2_300_40_1.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_1.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_2.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_2.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_2.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_2.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_2.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_4.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_4.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_4.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_4.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_40_4.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_300_4_1.000000_0.phy,28,7.64,4.46,24.92
phylogeny_ms_exp2_300_4_1.000000_1.phy,20,8.42,3.77,293.95000000000005
phylogeny_ms_exp2_300_4_1.000000_2.phy,42,7.83,4.96,7.66
phylogeny_ms_exp2_300_4_1.000000_3.phy,52,7.18,4.18,6.67
phylogeny_ms_exp2_300_4_1.000000_4.phy,31,7.8,4.18,6.07
phylogeny_ms_exp2_300_4_2.000000_0.phy,116,109.56,40.08,54.550000000000004
phylogeny_ms_exp2_300_4_2.000000_1.phy,39,8.78,5.29,36.74
phylogeny_ms_exp2_300_4_2.000000_2.phy,71,9.6,5.68,11.39
phylogeny_ms_exp2_300_4_2.000000_3.phy,112,51.71,14.63,112.94
phylogeny_ms_exp2_300_4_2.000000_4.phy,82,35.06,11.56,5.06
phylogeny_ms_exp2_300_4_4.000000_0.phy,101,102.18,18.95,6.92
phylogeny_ms_exp2_300_4_4.000000_1.phy,133,2548.33,68.52,8.61
phylogeny_ms_exp2_300_4_4.000000_2.phy,138,TO,378.99,8.32
phylogeny_ms_exp2_300_4_4.000000_3.phy,174,TO,367.68,TO
phylogeny_ms_exp2_300_4_4.000000_4.phy,149,1810.95,102.17,42.910000000000004
phylogeny_ms_exp2_350_10_0.000000_0.phy,0,16.29,7.51,TO
phylogeny_ms_exp2_350_10_0.000000_1.phy,0,22.87,14.39,MO
phylogeny_ms_exp2_350_10_0.000000_2.phy,0,22.21,10.61,TO
phylogeny_ms_exp2_350_10_0.000000_3.phy,0,18.08,9.56,TO
phylogeny_ms_exp2_350_10_0.000000_4.phy,0,20.42,10.61,TO
phylogeny_ms_exp2_350_10_1.000000_0.phy,101,49.56,22.66,1928.48
phylogeny_ms_exp2_350_10_1.000000_1.phy,0,22.91,10.98,TO
phylogeny_ms_exp2_350_10_1.000000_2.phy,42,133.21,73.19,MO
phylogeny_ms_exp2_350_10_1.000000_3.phy,9,34.96,25.38,TO
phylogeny_ms_exp2_350_10_1.000000_4.phy,13,16.76,10.6,131.36
phylogeny_ms_exp2_350_10_2.000000_0.phy,115,TO,1701.73,MO
phylogeny_ms_exp2_350_10_2.000000_1.phy,157,TO,743.9,MO
phylogeny_ms_exp2_350_10_2.000000_2.phy,146,TO,2142.48,733.63
phylogeny_ms_exp2_350_10_2.000000_3.phy,113,1709.3400000000001,189.69,969.21
phylogeny_ms_exp2_350_10_2.000000_4.phy,197,TO,1842.72,MO
phylogeny_ms_exp2_350_10_4.000000_0.phy,227,TO,TO,382.82
phylogeny_ms_exp2_350_10_4.000000_1.phy,209,TO,TO,1322.11
phylogeny_ms_exp2_350_10_4.000000_2.phy,-1,TO,TO,TO
phylogeny_ms_exp2_350_10_4.000000_3.phy,170,TO,2093.15,MO
phylogeny_ms_exp2_350_10_4.000000_4.phy,-1,TO,TO,TO
phylogeny_ms_exp2_350_20_0.000000_0.phy,0,24.39,15.08,MO
phylogeny_ms_exp2_350_20_0.000000_1.phy,0,166.28,98.63,MO
phylogeny_ms_exp2_350_20_0.000000_2.phy,0,23.8,14.75,MO
phylogeny_ms_exp2_350_20_0.000000_3.phy,0,217.77,248.93,MO
phylogeny_ms_exp2_350_20_0.000000_4.phy,0,26.98,14.31,MO
phylogeny_ms_exp2_350_20_1.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_20_1.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_20_1.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_20_1.000000_3.phy,59,1798.4199999999998,672.79,MO
phylogeny_ms_exp2_350_20_1.000000_4.phy,16,1791.9,480.44,MO
phylogeny_ms_exp2_350_20_2.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_20_2.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_20_2.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_20_2.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_20_2.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_20_4.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_20_4.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_20_4.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_20_4.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_20_4.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_0.000000_0.phy,-1,TO,TO,TO
phylogeny_ms_exp2_350_40_0.000000_1.phy,0,61.28,36.35,MO
phylogeny_ms_exp2_350_40_0.000000_2.phy,-1,TO,TO,TO
phylogeny_ms_exp2_350_40_0.000000_3.phy,0,530.28,678.18,TO
phylogeny_ms_exp2_350_40_0.000000_4.phy,0,253.57,434.21,MO
phylogeny_ms_exp2_350_4_0.000000_0.phy,0,4.5,4.1,0.2
phylogeny_ms_exp2_350_4_0.000000_1.phy,0,4.4,4.21,0.2
phylogeny_ms_exp2_350_4_0.000000_2.phy,0,12.99,6.62,10.48
phylogeny_ms_exp2_350_4_0.000000_3.phy,0,4.41,4.13,0.21
phylogeny_ms_exp2_350_4_0.000000_4.phy,0,4.62,4.22,0.02
phylogeny_ms_exp2_350_40_1.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_1.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_1.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_1.000000_3.phy,-1,TO,TO,TO
phylogeny_ms_exp2_350_40_1.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_2.000000_0.phy,14,39.12,24.11,MO
phylogeny_ms_exp2_350_40_2.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_2.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_2.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_2.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_4.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_4.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_4.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_4.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_40_4.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_350_4_1.000000_0.phy,36,11.9,7.42,10.02
phylogeny_ms_exp2_350_4_1.000000_1.phy,28,12.57,7.36,117.88
phylogeny_ms_exp2_350_4_1.000000_2.phy,98,16.91,9.52,22.9
phylogeny_ms_exp2_350_4_1.000000_3.phy,54,14.13,8.48,12.34
phylogeny_ms_exp2_350_4_1.000000_4.phy,69,13.71,7.91,10.97
phylogeny_ms_exp2_350_4_2.000000_0.phy,41,13.32,7.18,17.71
phylogeny_ms_exp2_350_4_2.000000_1.phy,79,14.34,8.4,12.3
phylogeny_ms_exp2_350_4_2.000000_2.phy,80,24.23,11.64,9.34
phylogeny_ms_exp2_350_4_2.000000_3.phy,52,13.12,8.43,15.2
phylogeny_ms_exp2_350_4_2.000000_4.phy,98,23.75,11.39,17.57
phylogeny_ms_exp2_350_4_4.000000_0.phy,189,TO,1352.14,43.85
phylogeny_ms_exp2_350_4_4.000000_1.phy,203,TO,2121.46,87.79
phylogeny_ms_exp2_350_4_4.000000_2.phy,139,1279.93,60.85,25.71
phylogeny_ms_exp2_350_4_4.000000_3.phy,136,49.9,14.76,79.5
phylogeny_ms_exp2_350_4_4.000000_4.phy,180,TO,269.73,21.72
phylogeny_ms_exp2_400_10_0.000000_0.phy,0,31.3,26.41,MO
phylogeny_ms_exp2_400_10_0.000000_1.phy,0,39.54,23.9,TO
phylogeny_ms_exp2_400_10_0.000000_2.phy,0,37.95,21.46,MO
phylogeny_ms_exp2_400_10_0.000000_3.phy,0,31.77,18.18,MO
phylogeny_ms_exp2_400_10_0.000000_4.phy,0,32.61,10.69,MO
phylogeny_ms_exp2_400_10_1.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_10_1.000000_1.phy,61,339.79,102.86,MO
phylogeny_ms_exp2_400_10_1.000000_2.phy,85,TO,460.2,MO
phylogeny_ms_exp2_400_10_1.000000_3.phy,178,TO,1203.2,MO
phylogeny_ms_exp2_400_10_1.000000_4.phy,75,390.66,62.06,TO
phylogeny_ms_exp2_400_10_2.000000_0.phy,193,TO,TO,656.74
phylogeny_ms_exp2_400_10_2.000000_1.phy,122,TO,2796.5099999999998,MO
phylogeny_ms_exp2_400_10_2.000000_2.phy,39,26.91,12.2,145.48
phylogeny_ms_exp2_400_10_2.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_10_2.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_10_4.000000_0.phy,-1,TO,TO,TO
phylogeny_ms_exp2_400_10_4.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_400_10_4.000000_2.phy,266,TO,TO,1121.47
phylogeny_ms_exp2_400_10_4.000000_3.phy,267,TO,TO,295.75
phylogeny_ms_exp2_400_10_4.000000_4.phy,-1,TO,TO,TO
phylogeny_ms_exp2_400_20_0.000000_0.phy,0,1066.09,383.11,MO
phylogeny_ms_exp2_400_20_0.000000_1.phy,0,39.52,19.07,MO
phylogeny_ms_exp2_400_20_0.000000_2.phy,0,69.4,62.49,MO
phylogeny_ms_exp2_400_20_0.000000_3.phy,0,62.12,64.0,MO
phylogeny_ms_exp2_400_20_0.000000_4.phy,0,175.2,144.24,MO
phylogeny_ms_exp2_400_20_1.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_20_1.000000_1.phy,213,TO,1925.75,MO
phylogeny_ms_exp2_400_20_1.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_20_1.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_20_1.000000_4.phy,0,181.4,205.43,MO
phylogeny_ms_exp2_400_20_2.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_20_2.000000_1.phy,148,TO,2041.66,MO
phylogeny_ms_exp2_400_20_2.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_20_2.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_20_2.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_20_4.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_20_4.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_20_4.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_20_4.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_20_4.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_0.000000_0.phy,0,TO,2270.74,TO
phylogeny_ms_exp2_400_40_0.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_400_40_0.000000_2.phy,-1,TO,TO,TO
phylogeny_ms_exp2_400_40_0.000000_3.phy,-1,TO,TO,TO
phylogeny_ms_exp2_400_40_0.000000_4.phy,0,268.61,214.92,TO
phylogeny_ms_exp2_400_4_0.000000_0.phy,0,6.7,6.15,0.02
phylogeny_ms_exp2_400_4_0.000000_1.phy,0,19.45,9.66,37.26
phylogeny_ms_exp2_400_4_0.000000_2.phy,0,6.71,6.23,0.01
phylogeny_ms_exp2_400_4_0.000000_3.phy,0,6.12,6.43,0.22
phylogeny_ms_exp2_400_4_0.000000_4.phy,0,6.5,6.02,0.21
phylogeny_ms_exp2_400_40_1.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_1.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_1.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_1.000000_3.phy,-1,TO,TO,TO
phylogeny_ms_exp2_400_40_1.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_2.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_2.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_2.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_2.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_2.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_4.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_4.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_4.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_4.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_40_4.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_400_4_1.000000_0.phy,64,25.76,10.85,30.49
phylogeny_ms_exp2_400_4_1.000000_1.phy,34,18.84,9.95,14.9
phylogeny_ms_exp2_400_4_1.000000_2.phy,37,20.27,9.57,105.52
phylogeny_ms_exp2_400_4_1.000000_3.phy,72,23.49,11.92,59.51
phylogeny_ms_exp2_400_4_1.000000_4.phy,51,21.71,10.63,54.48
phylogeny_ms_exp2_400_4_2.000000_0.phy,100,32.25,14.07,23.27
phylogeny_ms_exp2_400_4_2.000000_1.phy,171,1241.82,127.59,27.99
phylogeny_ms_exp2_400_4_2.000000_2.phy,162,182.97,43.99,15.11
phylogeny_ms_exp2_400_4_2.000000_3.phy,70,31.13,16.69,254.87
phylogeny_ms_exp2_400_4_2.000000_4.phy,131,302.51,32.55,42.56
phylogeny_ms_exp2_400_4_4.000000_0.phy,194,765.62,135.77,28.76
phylogeny_ms_exp2_400_4_4.000000_1.phy,131,3530.1,79.95,124.12
phylogeny_ms_exp2_400_4_4.000000_2.phy,135,3262.83,103.38,22.41
phylogeny_ms_exp2_400_4_4.000000_3.phy,121,TO,80.22,206.73
phylogeny_ms_exp2_400_4_4.000000_4.phy,124,302.46,42.15,47.23
phylogeny_ms_exp2_50_10_0.000000_0.phy,0,0.1,0.07,192.82
phylogeny_ms_exp2_50_10_0.000000_1.phy,0,0.09,0.07,29.02
phylogeny_ms_exp2_50_10_0.000000_2.phy,0,0.09,0.07,22.81
phylogeny_ms_exp2_50_10_0.000000_3.phy,0,0.08,0.05,229.24
phylogeny_ms_exp2_50_10_0.000000_4.phy,0,0.09,0.06,0.05
phylogeny_ms_exp2_50_10_1.000000_0.phy,0,0.14,0.11,13.21
phylogeny_ms_exp2_50_10_1.000000_1.phy,7,2.13,0.3,8.87
phylogeny_ms_exp2_50_10_1.000000_2.phy,12,1.02,0.22,2.88
phylogeny_ms_exp2_50_10_1.000000_3.phy,0,0.09,0.05,0.11
phylogeny_ms_exp2_50_10_1.000000_4.phy,0,0.06,0.07,0.05
phylogeny_ms_exp2_50_10_2.000000_0.phy,3,0.11,0.08,2.96
phylogeny_ms_exp2_50_10_2.000000_1.phy,0,0.06,0.05,0.05
phylogeny_ms_exp2_50_10_2.000000_2.phy,10,0.67,0.27,300.29
phylogeny_ms_exp2_50_10_2.000000_3.phy,20,9.44,0.87,544.11
phylogeny_ms_exp2_50_10_2.000000_4.phy,1,0.1,0.08,1.67
phylogeny_ms_exp2_50_10_4.000000_0.phy,13,0.17,0.13,3.03
phylogeny_ms_exp2_50_10_4.000000_1.phy,25,84.66,3.73,13.99
phylogeny_ms_exp2_50_10_4.000000_2.phy,18,34.31,1.53,5.5
phylogeny_ms_exp2_50_10_4.000000_3.phy,17,1.59,0.28,TO
phylogeny_ms_exp2_50_10_4.000000_4.phy,20,3.86,0.61,TO
phylogeny_ms_exp2_50_20_0.000000_0.phy,0,0.13,0.08,TO
phylogeny_ms_exp2_50_20_0.000000_1.phy,0,0.07,0.05,9.83
phylogeny_ms_exp2_50_20_0.000000_2.phy,0,0.07,0.04,9.77
phylogeny_ms_exp2_50_20_0.000000_3.phy,0,0.18,0.09,TO
phylogeny_ms_exp2_50_20_0.000000_4.phy,0,0.11,0.1,TO
phylogeny_ms_exp2_50_20_1.000000_0.phy,0,0.11,0.06,TO
phylogeny_ms_exp2_50_20_1.000000_1.phy,0,0.15,0.09,TO
phylogeny_ms_exp2_50_20_1.000000_2.phy,11,4.11,0.71,462.31
phylogeny_ms_exp2_50_20_1.000000_3.phy,0,0.1,0.07,241.07999999999998
phylogeny_ms_exp2_50_20_1.000000_4.phy,3,4.34,0.4,TO
phylogeny_ms_exp2_50_20_2.000000_0.phy,1,0.11,0.08,46.06
phylogeny_ms_exp2_50_20_2.000000_1.phy,1,0.13,0.11,TO
phylogeny_ms_exp2_50_20_2.000000_2.phy,6,1.97,0.24,TO
phylogeny_ms_exp2_50_20_2.000000_3.phy,7,0.13,0.09,TO
phylogeny_ms_exp2_50_20_2.000000_4.phy,1,3.49,0.39,TO
phylogeny_ms_exp2_50_20_4.000000_0.phy,17,50.81,2.47,TO
phylogeny_ms_exp2_50_20_4.000000_1.phy,8,4.01,0.36,141.53
phylogeny_ms_exp2_50_20_4.000000_2.phy,16,746.83,8.44,TO
phylogeny_ms_exp2_50_20_4.000000_3.phy,10,116.74,1.78,19.27
phylogeny_ms_exp2_50_20_4.000000_4.phy,8,3.16,0.43,83.69
phylogeny_ms_exp2_50_40_0.000000_0.phy,0,0.1,0.08,TO
phylogeny_ms_exp2_50_40_0.000000_1.phy,0,0.07,0.05,3507.77
phylogeny_ms_exp2_50_40_0.000000_2.phy,0,0.11,0.06,TO
phylogeny_ms_exp2_50_40_0.000000_3.phy,0,0.12,0.1,TO
phylogeny_ms_exp2_50_40_0.000000_4.phy,0,0.07,0.04,7.29
phylogeny_ms_exp2_50_4_0.000000_0.phy,0,0.07,0.04,0.03
phylogeny_ms_exp2_50_4_0.000000_1.phy,0,0.05,0.05,0.01
phylogeny_ms_exp2_50_4_0.000000_2.phy,0,0.05,0.04,0.05
phylogeny_ms_exp2_50_4_0.000000_3.phy,0,0.05,0.07,0.05
phylogeny_ms_exp2_50_4_0.000000_4.phy,0,0.08,0.05,0.16
phylogeny_ms_exp2_50_40_1.000000_0.phy,0,0.11,0.07,922.35
phylogeny_ms_exp2_50_40_1.000000_1.phy,0,0.24,0.13,TO
phylogeny_ms_exp2_50_40_1.000000_2.phy,0,0.13,0.07,TO
phylogeny_ms_exp2_50_40_1.000000_3.phy,0,28.25,0.58,TO
phylogeny_ms_exp2_50_40_1.000000_4.phy,0,0.13,0.08,TO
phylogeny_ms_exp2_50_40_2.000000_0.phy,4,0.18,0.12,TO
phylogeny_ms_exp2_50_40_2.000000_1.phy,0,0.12,0.08,TO
phylogeny_ms_exp2_50_40_2.000000_2.phy,2,1.93,0.26,TO
phylogeny_ms_exp2_50_40_2.000000_3.phy,5,3.45,0.38,TO
phylogeny_ms_exp2_50_40_2.000000_4.phy,0,0.2,0.15,TO
phylogeny_ms_exp2_50_40_4.000000_0.phy,6,814.13,2.78,TO
phylogeny_ms_exp2_50_40_4.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_50_40_4.000000_2.phy,11,TO,19.87,TO
phylogeny_ms_exp2_50_40_4.000000_3.phy,4,353.94,5.02,TO
phylogeny_ms_exp2_50_40_4.000000_4.phy,4,14.52,1.22,TO
phylogeny_ms_exp2_50_4_1.000000_0.phy,10,0.09,0.09,0.14
phylogeny_ms_exp2_50_4_1.000000_1.phy,0,0.08,0.04,0.01
phylogeny_ms_exp2_50_4_1.000000_2.phy,4,0.07,0.06,0.13
phylogeny_ms_exp2_50_4_1.000000_3.phy,7,0.08,0.07,0.16
phylogeny_ms_exp2_50_4_1.000000_4.phy,0,0.08,0.05,0.01
phylogeny_ms_exp2_50_4_2.000000_0.phy,9,0.1,0.17,0.3
phylogeny_ms_exp2_50_4_2.000000_1.phy,9,0.09,0.08,0.28
phylogeny_ms_exp2_50_4_2.000000_2.phy,8,0.09,0.060000000000000005,0.16
phylogeny_ms_exp2_50_4_2.000000_3.phy,8,0.09,0.07,0.11
phylogeny_ms_exp2_50_4_2.000000_4.phy,7,0.05,0.07,0.84
phylogeny_ms_exp2_50_4_4.000000_0.phy,10,0.19,0.12,0.24
phylogeny_ms_exp2_50_4_4.000000_1.phy,10,0.09,0.07,0.11
phylogeny_ms_exp2_50_4_4.000000_2.phy,4,0.1,0.07,0.09000000000000001
phylogeny_ms_exp2_50_4_4.000000_3.phy,22,0.46,0.19,0.12
phylogeny_ms_exp2_50_4_4.000000_4.phy,12,0.11,0.18,0.49
totals,-,804,1152,472
